SMILES,"Ki (nM)"
CCCN(C/C=C/I)C1CCc2cccc(O)c2C1,0.3
CCOc1ccc(NC(=O)c2ccc(OC)c(CCCN(C)C)c2)cc1,6309.57
Cn1c(=O)c2c(nc3nc(NCCN4CCN(c5ccccc5)CC4)c(Br)cn32)n(C)c1=O,87
COc1ccc(C(=O)Nc2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1,1258.93
COc1ccccc1N1CCN(CCNc2ccn3c(n2)nc2c3c(=O)n(C)c(=O)n2C)CC1,1.1
CCCN(CCC)[C@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1,1.9
CCCN(CCCCN1C(=O)CC(C)(C)CC1=O)[C@@H]1CCc2ccc3[nH]c(C#N)cc3c2C1,0.2
CCCN(CCCCN1C(=O)CC(C)(C)CC1=O)[C@H]1CCc2ccc3[nH]c(C#N)cc3c2C1,2.8
CC(C)NCC(O)COc1cccc2ccccc12,113
Cn1c(=O)c2c(nc3nc(NCCCN4CCN(c5cccc(Cl)c5)CC4)ccn32)n(C)c1=O,46
Cn1c(=O)c2c(nc3nc(NCCN4CCN(c5cccc(Cl)c5)CC4)c(Br)cn32)n(C)c1=O,68
CC(=O)NCCCCN1CCN(c2ccccc2)CC1,250
C[C@@H]1CN(CCCCc2ccc3c(c2)sc(=O)n3C)C[C@H](C)N1,100000
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,20000
Cn1c(=O)sc2cc(CCN3CCC(c4ccccc4)CC3)ccc21,4
Cn1c(=O)sc2cc(CCCCN3CCC(c4ccccc4)CC3)ccc21,10
CCCN(CCCCN1C(=O)CC(C)(C)CC1=O)[C@@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1,0.6
COc1ccc(C(=O)Nc2ccc(-c3ccc(C(=O)O)cc3C)cc2)cc1CCCN(C)C,10000
O=C1c2ccccc2C(=O)N1CCCCN1CCN(c2cccc3ccccc23)CC1,1
COc1ccccc1N1CCN(CCCN2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)CC1,17.2
